sampleId,geneSymbol,expressionLevel
USA002-103_C2D28_Tumor,CD19,-3.763432
USA002-103_C2D28_Tumor,GBP4,1.493806
USA002-103_C2D28_Tumor,MSH6,-1.226923
USA002-103_C2D28_Tumor,TNFRSF11B,-1.913117
USA002-103_C2D28_Tumor,NOTCH1,-0.153806
USA002-103_C2D28_Tumor,CASP9,-1.590831
USA002-103_C2D28_Tumor,RAD51C,-0.931449
USA002-103_C2D28_Tumor,HLA-DMA,2.164073
USA002-103_C2D28_Tumor,SFRP1,-0.208952
USA002-103_C2D28_Tumor,MAGEA1,-4.215725
USA002-103_C2D28_Tumor,ENTPD1,0.787288
USA002-103_C2D28_Tumor,ROCK1,-0.024279
USA002-103_C2D28_Tumor,FCGR2A,-0.901278
USA002-103_C2D28_Tumor,NGFR,-1.076797
USA002-103_C2D28_Tumor,ALDOC,-1.595526
USA002-103_C2D28_Tumor,CCNE1,-2.404489
USA002-103_C2D28_Tumor,ITGAX,0.095786
USA002-103_C2D28_Tumor,BLM,-2.617896
USA002-103_C2D28_Tumor,MLANA,-0.870651
USA002-103_C2D28_Tumor,JCHAIN,5.480077
USA002-103_C2D28_Tumor,FCGR1A,-2.067686
USA002-103_C2D28_Tumor,CD47,2.547294
USA002-103_C2D28_Tumor,CSF2,-1.606317
USA002-103_C2D28_Tumor,CDH5,-0.682492
USA002-103_C2D28_Tumor,SLC7A5,-1.190994
USA002-103_C2D28_Tumor,GIMAP4,0.346996
USA002-103_C2D28_Tumor,HIF1A,1.275996
USA002-103_C2D28_Tumor,CDK2,0.57197
USA002-103_C2D28_Tumor,PDCD1,-3.173156
USA002-103_C2D28_Tumor,ATF3,-0.630237
USA002-103_C2D28_Tumor,TIE1,-1.616797
USA002-103_C2D28_Tumor,CD44,3.60716
USA002-103_C2D28_Tumor,ALDOA,3.79348
USA002-103_C2D28_Tumor,FAS,-1.916666
USA002-103_C2D28_Tumor,MRE11,0.110293
USA002-103_C2D28_Tumor,IL10,-2.815305
USA002-103_C2D28_Tumor,BMP2,-0.601797
USA002-103_C2D28_Tumor,BAX,0.033804
USA002-103_C2D28_Tumor,EIF5AL1,-4.746723
USA002-103_C2D28_Tumor,KIT,0.438215
USA002-103_C2D28_Tumor,CDK6,-0.017189
USA002-103_C2D28_Tumor,SPIB,-2.160646
USA002-103_C2D28_Tumor,PFKFB3,-0.883068
USA002-103_C2D28_Tumor,CXCL12,2.279362
USA002-103_C2D28_Tumor,CSF3,-2.936224
USA002-103_C2D28_Tumor,KIR2DL3,-3.839138
USA002-103_C2D28_Tumor,CD40,0.560554
USA002-103_C2D28_Tumor,IRF1,2.630862
USA002-103_C2D28_Tumor,MGMT,-1.268578
USA002-103_C2D28_Tumor,GLUD1,2.034394
USA002-103_C2D28_Tumor,IFI35,0.521839
USA002-103_C2D28_Tumor,PF4,-3.398942
USA002-103_C2D28_Tumor,GPSM3,0.682556
USA002-103_C2D28_Tumor,SLC2A1,-1.212337
USA002-103_C2D28_Tumor,PLS3 (T-plastin),6.919851
USA002-103_C2D28_Tumor,IL2,-4.013651
USA002-103_C2D28_Tumor,CREBBP,6.974783
USA002-103_C2D28_Tumor,SNAI1,-1.434117
USA002-103_C2D28_Tumor,CTNNB1,2.806044
USA002-103_C2D28_Tumor,NOTCH2,2.018794
USA002-103_C2D28_Tumor,NFKB2,0.77727
USA002-103_C2D28_Tumor,IL33,0.288841
USA002-103_C2D28_Tumor,TREM2,-2.30864
USA002-103_C2D28_Tumor,CCL26,1.880278
USA002-103_C2D28_Tumor,LAMC2,-0.968207
USA002-103_C2D28_Tumor,AQP9,-0.80652
USA002-103_C2D28_Tumor,NKp30(NCR3),2.307079
USA002-103_C2D28_Tumor,PRKCA,-1.131837
USA002-103_C2D28_Tumor,TSLP,-2.973713
USA002-103_C2D28_Tumor,HLA-DOB,-1.299
USA002-103_C2D28_Tumor,ANGPTL4,-1.628172
USA002-103_C2D28_Tumor,TNFRSF25,0.754332
USA002-103_C2D28_Tumor,MS4A4A,0.168871
USA002-103_C2D28_Tumor,CLEC5A,-2.132705
USA002-103_C2D28_Tumor,ITGAM,-1.530347
USA002-103_C2D28_Tumor,MMP9,-0.187824
USA002-103_C2D28_Tumor,CD7,-2.769227
USA002-103_C2D28_Tumor,VHL,-2.279888
USA002-103_C2D28_Tumor,OLFML2B,-0.408057
USA002-103_C2D28_Tumor,IL6,-3.352362
USA002-103_C2D28_Tumor,TNFRSF1A,1.420657
USA002-103_C2D28_Tumor,DKK1,-3.807083
USA002-103_C2D28_Tumor,FANCA,-2.293692
USA002-103_C2D28_Tumor,TNF,-0.711873
USA002-103_C2D28_Tumor,LTB,0.201434
USA002-103_C2D28_Tumor,PPARGC1B,-1.768614
USA002-103_C2D28_Tumor,RPS6KB1,-0.350444
USA002-103_C2D28_Tumor,CD38,-1.792711
USA002-103_C2D28_Tumor,DTX3L,1.782238
USA002-103_C2D28_Tumor,TMEM173,-0.117714
USA002-103_C2D28_Tumor,TYK2,5.568746
USA002-103_C2D28_Tumor,NEIL1,-1.524939
USA002-103_C2D28_Tumor,HELLS,-0.395515
USA002-103_C2D28_Tumor,TGFBR1,0.689324
USA002-103_C2D28_Tumor,MB21D1,-0.898139
USA002-103_C2D28_Tumor,CCR2,-1.297234
USA002-103_C2D28_Tumor,MSH2,-0.956059
USA002-103_C2D28_Tumor,RAD51,-2.30067
USA002-103_C2D28_Tumor,TNFRSF18,-1.650304
USA002-103_C2D28_Tumor,FCGR3A/B,-0.291963
USA002-103_C2D28_Tumor,STAT1,2.816162
USA002-103_C2D28_Tumor,CTSS,2.170853
USA002-103_C2D28_Tumor,PDK1,0.118346
USA002-103_C2D28_Tumor,ITGAV,1.67837
USA002-103_C2D28_Tumor,ANGPT1,-2.445174
USA002-103_C2D28_Tumor,BCL6B,-2.299118
USA002-103_C2D28_Tumor,CDH2,-2.961894
USA002-103_C2D28_Tumor,CSF3R,-1.534541
USA002-103_C2D28_Tumor,RELB,0.008442
USA002-103_C2D28_Tumor,HLA-G,6.486674
USA002-103_C2D28_Tumor,CXCL16,-0.181217
USA002-103_C2D28_Tumor,IL6R,-0.300351
USA002-103_C2D28_Tumor,PDGFA,-2.700563
USA002-103_C2D28_Tumor,PIK3R1,1.35391
USA002-103_C2D28_Tumor,HK1,0.86198
USA002-103_C2D28_Tumor,AXL,-0.971669
USA002-103_C2D28_Tumor,HK2,-0.466109
USA002-103_C2D28_Tumor,PDGFRB,1.117058
USA002-103_C2D28_Tumor,SMAD3,5.440307
USA002-103_C2D28_Tumor,FADD,-1.081399
USA002-103_C2D28_Tumor,CD74,6.958565
USA002-103_C2D28_Tumor,RIPK2,-0.244525
USA002-103_C2D28_Tumor,CD45RB,-1.080387
USA002-103_C2D28_Tumor,BAD,-0.957807
USA002-103_C2D28_Tumor,PKM,3.544291
USA002-103_C2D28_Tumor,KLRB1,-3.823186
USA002-103_C2D28_Tumor,ADORA2A,-3.051745
USA002-103_C2D28_Tumor,IFIT1,0.682638
USA002-103_C2D28_Tumor,UBE2T,-2.528497
USA002-103_C2D28_Tumor,RPL23,5.195307
USA002-103_C2D28_Tumor,ARG2,-3.100707
USA002-103_C2D28_Tumor,TGFBR2,1.903951
USA002-103_C2D28_Tumor,CRABP2,1.93401
USA002-103_C2D28_Tumor,BLK,-1.902311
USA002-103_C2D28_Tumor,CCL14,0.859975
USA002-103_C2D28_Tumor,CCNB1,-1.096217
USA002-103_C2D28_Tumor,STAT2,2.293756
USA002-103_C2D28_Tumor,IKBKB,-0.452017
USA002-103_C2D28_Tumor,ZEB2,1.62732
USA002-103_C2D28_Tumor,XIAP,6.636339
USA002-103_C2D28_Tumor,LRRC32,-0.994976
USA002-103_C2D28_Tumor,IL22RA1,-0.371275
USA002-103_C2D28_Tumor,ELOB,-1.449286
USA002-103_C2D28_Tumor,ITGA1,-0.546517
USA002-103_C2D28_Tumor,IL24,-3.592113
USA002-103_C2D28_Tumor,PVRIG,-1.808439
USA002-103_C2D28_Tumor,RB1,0.357301
USA002-103_C2D28_Tumor,SRP54,0.080054
USA002-103_C2D28_Tumor,ICAM3,-1.682304
USA002-103_C2D28_Tumor,CCR5,-1.705319
USA002-103_C2D28_Tumor,CTLA4,-1.85447
USA002-103_C2D28_Tumor,GLS,-1.002928
USA002-103_C2D28_Tumor,GSK3B,5.871169
USA002-103_C2D28_Tumor,ITGAE,-1.19922
USA002-103_C2D28_Tumor,MET,-1.321336
USA002-103_C2D28_Tumor,WNT3A,-2.866967
USA002-103_C2D28_Tumor,TYMP,3.322404
USA002-103_C2D28_Tumor,IFI16,3.133334
USA002-103_C2D28_Tumor,PVR,-0.912318
USA002-103_C2D28_Tumor,P4HA2,-0.670899
USA002-103_C2D28_Tumor,BRIP1,-1.836263
USA002-103_C2D28_Tumor,IL10RB,6.687696
USA002-103_C2D28_Tumor,ESR1,-3.050246
USA002-103_C2D28_Tumor,DAB2,0.424203
USA002-103_C2D28_Tumor,DUSP1,2.61013
USA002-103_C2D28_Tumor,CD8B,-0.814538
USA002-103_C2D28_Tumor,ACVR1C,-4.218469
USA002-103_C2D28_Tumor,IL15,0.00704
USA002-103_C2D28_Tumor,KIR3DL1,-3.151285
USA002-103_C2D28_Tumor,CDH1,0.491723
USA002-103_C2D28_Tumor,HES1,-0.869378
USA002-103_C2D28_Tumor,IHH,-3.363629
USA002-103_C2D28_Tumor,CCL19,2.443394
USA002-103_C2D28_Tumor,C2,-1.011488
USA002-103_C2D28_Tumor,TLR7,-2.167287
USA002-103_C2D28_Tumor,IL2RA,-2.79972
USA002-103_C2D28_Tumor,PRKAA2,-2.360779
USA002-103_C2D28_Tumor,COL11A2,-3.674625
USA002-103_C2D28_Tumor,TNFRSF10D,-1.945144
USA002-103_C2D28_Tumor,SIGLEC8,-4.346891
USA002-103_C2D28_Tumor,PC,-1.34125
USA002-103_C2D28_Tumor,IL17A,-3.822121
USA002-103_C2D28_Tumor,GLI1,-3.575448
USA002-103_C2D28_Tumor,GNG4,-3.159485
USA002-103_C2D28_Tumor,LDHB,1.040125
USA002-103_C2D28_Tumor,GATA3,7.723498
USA002-103_C2D28_Tumor,DTX4,-3.396033
USA002-103_C2D28_Tumor,CD3G,-0.755107
USA002-103_C2D28_Tumor,S100A8,2.986774
USA002-103_C2D28_Tumor,ZC3H12A,-2.104604
USA002-103_C2D28_Tumor,IER3,0.5034
USA002-103_C2D28_Tumor,CD4,0.690845
USA002-103_C2D28_Tumor,S100A12,-3.545408
USA002-103_C2D28_Tumor,CD6,-0.726116
USA002-103_C2D28_Tumor,CD163,0.778408
USA002-103_C2D28_Tumor,DUSP2,-1.557122
USA002-103_C2D28_Tumor,HERC6,1.030146
USA002-103_C2D28_Tumor,MRC1,0.458414
USA002-103_C2D28_Tumor,DLL4,-2.69783
USA002-103_C2D28_Tumor,SAMSN1,-1.086641
USA002-103_C2D28_Tumor,CD28,-2.247392
USA002-103_C2D28_Tumor,TAP2,0.894312
USA002-103_C2D28_Tumor,ICOS,-2.766478
USA002-103_C2D28_Tumor,TNFSF12,0.365298
USA002-103_C2D28_Tumor,IFITM2,2.375989
USA002-103_C2D28_Tumor,DNMT1,-0.284402
USA002-103_C2D28_Tumor,TNFSF8,-2.806403
USA002-103_C2D28_Tumor,TGFB2,-1.689763
USA002-103_C2D28_Tumor,TMEM140,-1.011027
USA002-103_C2D28_Tumor,COL11A1,-3.226531
USA002-103_C2D28_Tumor,GIMAP6,-0.439163
USA002-103_C2D28_Tumor,IRF4,-1.196868
USA002-103_C2D28_Tumor,BNIP3,-0.955494
USA002-103_C2D28_Tumor,FPR3,0.037838
USA002-103_C2D28_Tumor,HLA-C,4.468704
USA002-103_C2D28_Tumor,VEGFC,-1.886081
USA002-103_C2D28_Tumor,SIGLEC1,-0.738753
USA002-103_C2D28_Tumor,BID,-1.517126
USA002-103_C2D28_Tumor,MAPK10,-3.60146
USA002-103_C2D28_Tumor,FCN1,-0.938746
USA002-103_C2D28_Tumor,H2AFX,-1.382422
USA002-103_C2D28_Tumor,CBLC,-1.772465
USA002-103_C2D28_Tumor,CASP3,0.173682
USA002-103_C2D28_Tumor,CD226,3.998539
USA002-103_C2D28_Tumor,PIAS4,-1.389177
USA002-103_C2D28_Tumor,HLA-DRA,5.624966
USA002-103_C2D28_Tumor,ULBP2,-3.108958
USA002-103_C2D28_Tumor,CASP1,1.176917
USA002-103_C2D28_Tumor,MS4A2,-1.131731
USA002-103_C2D28_Tumor,HSD11B1,-0.591393
USA002-103_C2D28_Tumor,GAS1,-0.184643
USA002-103_C2D28_Tumor,FUT4,-1.663718
USA002-103_C2D28_Tumor,CSF1,-0.114148
USA002-103_C2D28_Tumor,FAM30A,-3.69995
USA002-103_C2D28_Tumor,ITPK1,-0.032152
USA002-103_C2D28_Tumor,BCAT1,-2.119014
USA002-103_C2D28_Tumor,CD80,-0.901944
USA002-103_C2D28_Tumor,C1QB,2.079592
USA002-103_C2D28_Tumor,RELN,-2.453883
USA002-103_C2D28_Tumor,ICAM5,-3.329936
USA002-103_C2D28_Tumor,MAML2,-0.000405
USA002-103_C2D28_Tumor,OLR1,-3.185897
USA002-103_C2D28_Tumor,NFKBIE,-1.07786
USA002-103_C2D28_Tumor,WNT11,-1.333778
USA002-103_C2D28_Tumor,LILRA3,-2.37306
USA002-103_C2D28_Tumor,TNFSF13B,-2.06297
USA002-103_C2D28_Tumor,AIRE,2.920314
USA002-103_C2D28_Tumor,TDO2,-3.359575
USA002-103_C2D28_Tumor,MAP3K5,-0.719357
USA002-103_C2D28_Tumor,HLA-F,2.303028
USA002-103_C2D28_Tumor,CD3E,-1.662185
USA002-103_C2D28_Tumor,RRM2,0.359765
USA002-103_C2D28_Tumor,C7,-1.301804
USA002-103_C2D28_Tumor,TNFRSF14,0.349632
USA002-103_C2D28_Tumor,FCGRT,1.898471
USA002-103_C2D28_Tumor,WNT2,-5.574066
USA002-103_C2D28_Tumor,MICB,-0.795313
USA002-103_C2D28_Tumor,HMGA1,1.664579
USA002-103_C2D28_Tumor,IL21R,-2.321501
USA002-103_C2D28_Tumor,CD300A,-0.667545
USA002-103_C2D28_Tumor,TWIST1,-0.76905
USA002-103_C2D28_Tumor,IL1RN,-2.048238
USA002-103_C2D28_Tumor,CXCL1,-1.662123
USA002-103_C2D28_Tumor,SFXN1,0.291987
USA002-103_C2D28_Tumor,GNLY,1.449241
USA002-103_C2D28_Tumor,ULBP5(RAET1G),3.402101
USA002-103_C2D28_Tumor,NID2,-1.01702
USA002-103_C2D28_Tumor,NECTIN1,2.574501
USA002-103_C2D28_Tumor,SERPINA1,-0.747913
USA002-103_C2D28_Tumor,NKG2C(KLRC2),5.247496
USA002-103_C2D28_Tumor,PDGFB,-0.881482
USA002-103_C2D28_Tumor,HLA-B,7.075016
USA002-103_C2D28_Tumor,VCAM1,0.47527
USA002-103_C2D28_Tumor,HLA-DPB1,4.376493
USA002-103_C2D28_Tumor,HLA-DOA,0.124724
USA002-103_C2D28_Tumor,GBP2,2.918592
USA002-103_C2D28_Tumor,ATM,0.659309
USA002-103_C2D28_Tumor,PSMB8,1.857846
USA002-103_C2D28_Tumor,MLH1,-1.165664
USA002-103_C2D28_Tumor,STAT6,6.259217
USA002-103_C2D28_Tumor,PLA1A,-2.654692
USA002-103_C2D28_Tumor,NT5E,0.919167
USA002-103_C2D28_Tumor,TOX,3.72261
USA002-103_C2D28_Tumor,PALMD,0.523841
USA002-103_C2D28_Tumor,UBA7,0.697869
USA002-103_C2D28_Tumor,PIK3CD,-0.33759
USA002-103_C2D28_Tumor,NOD2,-0.270256
USA002-103_C2D28_Tumor,CEACAM3,-2.372627
USA002-103_C2D28_Tumor,RIPK3,-1.895526
USA002-103_C2D28_Tumor,IL1R2,-1.174702
USA002-103_C2D28_Tumor,JAK1,0.865182
USA002-103_C2D28_Tumor,LBP,2.389246
USA002-103_C2D28_Tumor,ENO1,2.139261
USA002-103_C2D28_Tumor,LILRA1,-1.972964
USA002-103_C2D28_Tumor,BBS1,-0.895761
USA002-103_C2D28_Tumor,MYD88,0.154701
USA002-103_C2D28_Tumor,CXCR3,-2.047458
USA002-103_C2D28_Tumor,CD1C,0.421102
USA002-103_C2D28_Tumor,TLR9,-2.605491
USA002-103_C2D28_Tumor,CCL7,-4.173877
USA002-103_C2D28_Tumor,CPA3,0.09542
USA002-103_C2D28_Tumor,SH2D1A,-1.047676
USA002-103_C2D28_Tumor,CCR4,-2.986372
USA002-103_C2D28_Tumor,HDAC4,-0.863701
USA002-103_C2D28_Tumor,POLD1,-1.86974
USA002-103_C2D28_Tumor,PTPN11,1.04325
USA002-103_C2D28_Tumor,JAK2,1.112424
USA002-103_C2D28_Tumor,WNT10A,-0.989743
USA002-103_C2D28_Tumor,ITGB2,2.252095
USA002-103_C2D28_Tumor,TYMS,-0.547186
USA002-103_C2D28_Tumor,KAT2B,1.630282
USA002-103_C2D28_Tumor,ITGA6,1.715517
USA002-103_C2D28_Tumor,TBX21,-1.63445
USA002-103_C2D28_Tumor,BRCA1,-1.732641
USA002-103_C2D28_Tumor,COL17A1,3.777748
USA002-103_C2D28_Tumor,BIRC3,-1.792419
USA002-103_C2D28_Tumor,KRAS,-0.444047
USA002-103_C2D28_Tumor,IL11RA,-1.006144
USA002-103_C2D28_Tumor,PI-9(SERPINB9),6.568025
USA002-103_C2D28_Tumor,SIRPA,0.326834
USA002-103_C2D28_Tumor,CEBPB,2.20234
USA002-103_C2D28_Tumor,VTCN1,-2.117999
USA002-103_C2D28_Tumor,SGK1,1.246964
USA002-103_C2D28_Tumor,NLRC5,1.107834
USA002-103_C2D28_Tumor,CCL8,0.097194
USA002-103_C2D28_Tumor,TRAF1,0.218304
USA002-103_C2D28_Tumor,ADAM12,-3.02263
USA002-103_C2D28_Tumor,MMRN2,-0.076267
USA002-103_C2D28_Tumor,PTGS2,-2.426886
USA002-103_C2D28_Tumor,SMAD5,-0.334298
USA002-103_C2D28_Tumor,CEACAM5,2.783981
USA002-103_C2D28_Tumor,LCK,-1.261387
USA002-103_C2D28_Tumor,ITGB3,-2.031305
USA002-103_C2D28_Tumor,FCGR2B,-2.70522
USA002-103_C2D28_Tumor,NRAS,1.28266
USA002-103_C2D28_Tumor,IL34,-0.303224
USA002-103_C2D28_Tumor,LAMA1,-4.067393
USA002-103_C2D28_Tumor,CLEC4E,-3.837002
USA002-103_C2D28_Tumor,IL18R1,-1.281171
USA002-103_C2D28_Tumor,MFNG,-0.63193
USA002-103_C2D28_Tumor,TTC30A,-2.933325
USA002-103_C2D28_Tumor,TNFRSF10C,-2.558041
USA002-103_Pre_Healthy,IGHG1,8.415346
USA002-103_Pre_Healthy,CCNO,-3.030009
USA002-103_Pre_Healthy,MYC,1.532138
USA002-103_Pre_Healthy,CD79A,-3.191904
USA002-103_Pre_Healthy,FSTL3,-0.589256
USA002-103_Pre_Healthy,VCAN,2.077953
USA002-103_Pre_Healthy,CX3CL1,-0.836859
USA002-103_Pre_Healthy,ERBB2,0.621202
USA002-103_Pre_Healthy,FAM124B,-1.810652
USA002-103_Pre_Healthy,AKT1,1.800408
USA002-103_Pre_Healthy,SMAD4,7.971618
USA002-103_Pre_Healthy,KDR,-0.925775
USA002-103_Pre_Healthy,EGF,-4.079685
USA002-103_Pre_Healthy,MAGEA12,-4.731771
USA002-103_Pre_Healthy,IFNA1,-4.261528
USA002-103_Pre_Healthy,TGFB3,-1.893796
USA002-103_Pre_Healthy,MFGE8,2.043246
USA002-103_Pre_Healthy,CXCL2,-1.700678
USA002-103_Pre_Healthy,CCND2,-1.269832
USA002-103_Pre_Healthy,PDZK1IP1,0.384253
USA002-103_Pre_Healthy,JAG2,-2.430692
USA002-103_Pre_Healthy,C5,-2.859018
USA002-103_Pre_Healthy,CD79B,-4.83493
USA002-103_Pre_Healthy,CXCR2,-2.334295
USA002-103_Pre_Healthy,PSMB10,-2.092112
USA002-103_Pre_Healthy,ZEB1,1.477035
USA002-103_Pre_Healthy,ANLN,-0.898103
USA002-103_Pre_Healthy,TAF3,-3.554048
USA002-103_Pre_Healthy,CD276,0.603054
USA002-103_Pre_Healthy,ICAM1,-0.688078
USA002-103_Pre_Healthy,IL16,0.165094
USA002-103_Pre_Healthy,CXCL3,-3.111003
USA002-103_Pre_Healthy,PRR5,-1.95778
USA002-103_Pre_Healthy,CTSW,-4.379668
USA002-103_Pre_Healthy,CXCR4,-3.06473
USA002-103_Pre_Healthy,IFNGR2,1.49801
USA002-103_Pre_Healthy,CDH11,-0.160624
USA002-103_Pre_Healthy,COL6A3,1.891795
USA002-103_Pre_Healthy,GZMK,-3.253031
USA002-103_Pre_Healthy,IRF2,-0.386565
USA002-103_Pre_Healthy,RPL7A,6.788328
USA002-103_Pre_Healthy,GPR160,-2.68039
USA002-103_Pre_Healthy,MICA,0.160597
USA002-103_Pre_Healthy,TAPBPL,-1.343332
USA002-103_Pre_Healthy,LCP1,7.482157
USA002-103_Pre_Healthy,CXCL14,6.008488
USA002-103_Pre_Healthy,CD14,0.316655
USA002-103_Pre_Healthy,IL18,2.084417
USA002-103_Pre_Healthy,CLEC14A,-0.484284
USA002-103_Pre_Healthy,HMGB1,-0.093295
USA002-103_Pre_Healthy,KIF2C,-1.927621
USA002-103_Pre_Healthy,DNMT3A,6.332897
USA002-103_Pre_Healthy,RNLS,-2.453721
USA002-103_Pre_Healthy,RPTOR,-0.037103
USA002-103_Pre_Healthy,CD68,-1.620074
USA002-103_Pre_Healthy,CCL13,-1.689448
USA002-103_Pre_Healthy,CYBB,-0.08813
USA002-103_Pre_Healthy,PLA2G2A,-2.701873
USA002-103_Pre_Healthy,FGF13,-3.564047
USA002-103_Pre_Healthy,CNTFR,-1.547474
USA002-103_Pre_Healthy,CD244,-3.851551
USA002-103_Pre_Healthy,CSF2RB,-1.984347
USA002-103_Pre_Healthy,MAP3K7,0.617185
USA002-103_Pre_Healthy,FASLG,-3.267431
USA002-103_Pre_Healthy,CD209,-2.602017
USA002-103_Pre_Healthy,IRF7,-2.830582
USA002-103_Pre_Healthy,PTCD2,-3.175636
USA002-103_Pre_Healthy,PIK3R2,0.201686
USA002-103_Pre_Healthy,ULBP6(RAET1L),2.591626
USA002-103_Pre_Healthy,LILRA5,-5.636209
USA002-103_Pre_Healthy,IL32,-1.615616
USA002-103_Pre_Healthy,CCND3,-2.182359
USA002-103_Pre_Healthy,BIRC5,0.306212
USA002-103_Pre_Healthy,LGALS9,-1.362509
USA002-103_Pre_Healthy,RASAL1,-2.505241
USA002-103_Pre_Healthy,PDCD1LG2,-4.226911
USA002-103_Pre_Healthy,IL11,-2.533003
USA002-103_Pre_Healthy,PRKX,-4.589378
USA002-103_Pre_Healthy,SNCA,-1.190985
USA002-103_Pre_Healthy,ADGRE1,-4.917183
USA002-103_Pre_Healthy,IL1F7,8.306321
USA002-103_Pre_Healthy,PSMB9,-0.322027
USA002-103_Pre_Healthy,RUNX3,-1.525872
USA002-103_Pre_Healthy,PGPEP1,-1.978988
USA002-103_Pre_Healthy,MELK,-3.343035
USA002-103_Pre_Healthy,ISG15,-2.753872
USA002-103_Pre_Healthy,EIF2B4,-2.741196
USA002-103_Pre_Healthy,IRF9,-1.205544
USA002-103_Pre_Healthy,IL1A,-2.544605
USA002-103_Pre_Healthy,FCRL2,-4.634155
USA002-103_Pre_Healthy,EIF4EBP1,-1.505345
USA002-103_Pre_Healthy,LTBP1,1.139468
USA002-103_Pre_Healthy,CD40LG,-4.856124
USA002-103_Pre_Healthy,HEY1,-2.526394
USA002-103_Pre_Healthy,HLA-DQA1,0.648841
USA002-103_Pre_Healthy,PRLR,-2.894897
USA002-103_Pre_Healthy,TNFRSF11A,-1.042813
USA002-103_Pre_Healthy,AREG,-3.684061
USA002-103_Pre_Healthy,BBC3,-1.145029
USA002-103_Pre_Healthy,EDN1,-0.796944
USA002-103_Pre_Healthy,PARP12,-0.888344
USA002-103_Pre_Healthy,PIK3CG,-2.596486
USA002-103_Pre_Healthy,IL4,-3.419148
USA002-103_Pre_Healthy,F2RL1,-0.44641
USA002-103_Pre_Healthy,CXCL6,-5.275426
USA002-103_Pre_Healthy,TNFSF18,-4.417664
USA002-103_Pre_Healthy,JAK3,-2.241977
USA002-103_Pre_Healthy,NKG7,-2.378176
USA002-103_Pre_Healthy,TAPBP,0.54465
USA002-103_Pre_Healthy,MTOR,-0.181579
USA002-103_Pre_Healthy,SELP,-1.403796
USA002-103_Pre_Healthy,HLA-E,3.238857
USA002-103_Pre_Healthy,GOT1,-1.679198
USA002-103_Pre_Healthy,SMAP1,0.799139
USA002-103_Pre_Healthy,CDKN1A,-0.003769
USA002-103_Pre_Healthy,CD45RA,-5.010046
USA002-103_Pre_Healthy,HNF1A,-3.619056
USA002-103_Pre_Healthy,TICAM1,-1.503968
USA002-103_Pre_Healthy,C1QA,0.596083
USA002-103_Pre_Healthy,CD86,-4.326457
USA002-103_Pre_Healthy,ITGA4,-2.344031
USA002-103_Pre_Healthy,ROR2,-2.290787
USA002-103_Pre_Healthy,WNT7B,-0.431312
USA002-103_Pre_Healthy,FLT1,-1.579178
USA002-103_Pre_Healthy,CTAG1B,-4.118367
USA002-103_Pre_Healthy,CLEC7A,-3.453623
USA002-103_Pre_Healthy,TNFRSF4,-2.797637
USA002-103_Pre_Healthy,MS4A6A,-1.85095
USA002-103_Pre_Healthy,ZNF385A,8.082765
USA002-103_Pre_Healthy,ANGPT2,-3.622261
USA002-103_Pre_Healthy,APH1B,-2.589065
USA002-103_Pre_Healthy,RORC,-0.387792
USA002-103_Pre_Healthy,GSK3A,7.558181
USA002-103_Pre_Healthy,NECTIN2,0.580071
USA002-103_Pre_Healthy,DPP4,0.578519
USA002-103_Pre_Healthy,CCL2,-0.778096
USA002-103_Pre_Healthy,HCST,5.169957
USA002-103_Pre_Healthy,NF1,-0.00866
USA002-103_Pre_Healthy,ULBP4(RAET1E),5.547222
USA002-103_Pre_Healthy,S100A9,-2.001918
USA002-103_Pre_Healthy,NFKBIA,3.164308
USA002-103_Pre_Healthy,BNIP3L,2.65975
USA002-103_Pre_Healthy,CST2,-5.536386
USA002-103_Pre_Healthy,APOL6,-0.030233
USA002-103_Pre_Healthy,SYCP1,2.073879
USA002-103_Pre_Healthy,LEF1,4.313823
USA002-103_Pre_Healthy,BRD4,1.436728
USA002-103_Pre_Healthy,SLC16A1,-1.331243
USA002-103_Pre_Healthy,THBD,0.06027
USA002-103_Pre_Healthy,TIGIT,-3.507971
USA002-103_Pre_Healthy,VSIR,-1.440803
USA002-103_Pre_Healthy,TRIM21,-1.102374
USA002-103_Pre_Healthy,NBN,-0.353472
USA002-103_Pre_Healthy,WNT4,-0.453169
USA002-103_Pre_Healthy,CXCL8,-4.831477
USA002-103_Pre_Healthy,FGF9,-5.223238
USA002-103_Pre_Healthy,C5AR1,-3.200209
USA002-103_Pre_Healthy,TNFRSF1B,-1.259621
USA002-103_Pre_Healthy,HLA-DRB5,-4.773538
USA002-103_Pre_Healthy,GLUL,3.378078
USA002-103_Pre_Healthy,LY9,-2.562257
USA002-103_Pre_Healthy,TAP1,1.170858
USA002-103_Pre_Healthy,IFIH1,-1.207873
USA002-103_Pre_Healthy,DEPTOR,-1.874643
USA002-103_Pre_Healthy,CSF1R,0.513231
USA002-103_Pre_Healthy,MARCO,0.231585
USA002-103_Pre_Healthy,NFIL3,-0.971163
USA002-103_Pre_Healthy,IKBKG,-0.803683
USA002-103_Pre_Healthy,CD58,-0.663293
USA002-103_Pre_Healthy,STAT5A,7.124887
USA002-103_Pre_Healthy,LOXL2,-3.269034
USA002-103_Pre_Healthy,SPRY4,-3.198879
USA002-103_Pre_Healthy,NFAM1,-4.107122
USA002-103_Pre_Healthy,SYK,-1.473253
USA002-103_Pre_Healthy,COMP,0.077785
